antecedent,consequent,confidence,lift,support
"[""Organic Cucumber"",""Organic Raspberries""]","[""Organic Hass Avocado""]",0.310954064,5.594401718,0.001341371
"[""Large Lemon"",""Organic Baby Spinach""]","[""Limes""]",0.256865913,5.586461055,0.002423614
"[""Organic Cucumber"",""Large Lemon""]","[""Limes""]",0.256716418,5.583209759,0.001310886
"[""Organic Zucchini"",""Limes""]","[""Large Lemon""]",0.346153846,5.583097726,0.001303264
"[""Organic Kiwi"",""Organic Raspberries""]","[""Organic Strawberries""]",0.463258786,5.579559578,0.001105107
"[""Organic Red Onion"",""Bag of Organic Bananas""]","[""Organic Garlic""]",0.176397516,5.566364025,0.001082243
"[""Organic Red Onion""]","[""Organic Cilantro""]",0.149554741,5.565209295,0.004351836
"[""Organic Cilantro""]","[""Organic Red Onion""]",0.161939875,5.565209295,0.004351836
"[""Organic Yellow Onion"",""Bag of Organic Bananas""]","[""Organic Hass Avocado""]",0.309,5.559245989,0.002355021
"[""Carrots""]","[""Organic Small Bunch Celery""]",0.11093312,5.549151242,0.002111136
"[""Organic Small Bunch Celery""]","[""Carrots""]",0.10560427,5.549151242,0.002111136
"[""Organic Lemon"",""Organic Cucumber""]","[""Organic Hass Avocado""]",0.306818182,5.519992708,0.001028893
"[""Organic Garlic"",""Organic Avocado""]","[""Large Lemon""]",0.341549296,5.508831168,0.001478557
"[""Bunched Cilantro"",""Limes""]","[""Large Lemon""]",0.340501792,5.491936035,0.001448071
"[""Organic Hass Avocado"",""Bag of Organic Bananas""]","[""Organic Kiwi""]",0.078512397,5.479538861,0.001448071
"[""Limes"",""Banana""]","[""Large Lemon""]",0.33959429,5.477298979,0.003444886
"[""Organic Yellow Onion""]","[""Organic Jalapeno Pepper""]",0.035431235,5.469290553,0.001158457
"[""Organic Jalapeno Pepper""]","[""Organic Yellow Onion""]",0.178823529,5.469290553,0.001158457
"[""Limes"",""Organic Baby Spinach""]","[""Large Lemon""]",0.338658147,5.462199976,0.002423614
"[""Organic Hass Avocado"",""Bag of Organic Bananas""]","[""Organic Lemon""]",0.145867769,5.460531826,0.002690364
"[""Organic Carrot Bunch"",""Bag of Organic Bananas""]","[""Organic Hass Avocado""]",0.303225806,5.455361969,0.001074621
"[""Organic Lemon"",""Organic Hass Avocado""]","[""Organic Garlic""]",0.172855314,5.454587026,0.001028893
"[""Organic Gala Apples""]","[""Organic D'Anjou Pears""]",0.078675685,5.45322662,0.001684336
"[""Organic D'Anjou Pears""]","[""Organic Gala Apples""]",0.116745906,5.45322662,0.001684336
"[""Organic Zucchini""]","[""Organic Butternut Squash""]",0.029636086,5.438491254,0.001036514
"[""Organic Butternut Squash""]","[""Organic Zucchini""]",0.19020979,5.438491254,0.001036514
"[""Organic Grape Tomatoes"",""Organic Baby Spinach""]","[""Organic Cucumber""]",0.191037736,5.433745997,0.001234671
"[""Organic Cucumber"",""Limes""]","[""Large Lemon""]",0.336594912,5.428922164,0.001310886
"[""Organic Kiwi"",""Bag of Organic Bananas""]","[""Organic Raspberries""]",0.229357798,5.426218417,0.001143214
"[""Organic D'Anjou Pears"",""Bag of Organic Bananas""]","[""Organic Hass Avocado""]",0.301324503,5.421155458,0.0013871
"[""Organic Red Onion"",""Organic Baby Spinach""]","[""Organic Cucumber""]",0.190283401,5.41229021,0.001074621
"[""Blackberries""]","[""Strawberries""]",0.267409471,5.402914883,0.002194971
"[""Strawberries""]","[""Blackberries""]",0.04434863,5.402914883,0.002194971
"[""Organic Lemon"",""Bag of Organic Bananas""]","[""Organic Cucumber""]",0.189315839,5.384769541,0.001539529
"[""Organic Hass Avocado"",""Organic Baby Spinach""]","[""Organic Lemon""]",0.143769968,5.382001066,0.001371857
"[""Organic Broccoli"",""Bag of Organic Bananas""]","[""Organic Hass Avocado""]",0.299047619,5.380191834,0.001196564
"[""Organic Blueberries"",""Organic Strawberries""]","[""Organic Raspberries""]",0.226950355,5.369262365,0.002194971
"[""Organic Hass Avocado"",""Bag of Organic Bananas""]","[""Organic Navel Orange""]",0.080991736,5.367093247,0.0014938
"[""Organic Raspberries"",""Bag of Organic Bananas""]","[""Organic Hass Avocado""]",0.298314607,5.367004146,0.004046978
"[""Organic Carrot Bunch""]","[""Organic Italian Parsley Bunch""]",0.098163031,5.366613806,0.001303264
"[""Organic Italian Parsley Bunch""]","[""Organic Carrot Bunch""]",0.07125,5.366613806,0.001303264
"[""Organic Garlic"",""Bag of Organic Bananas""]","[""Organic Red Onion""]",0.155701754,5.350830668,0.001082243
"[""Organic Grape Tomatoes"",""Large Lemon""]","[""Organic Avocado""]",0.301559792,5.340445236,0.001326129
"[""Organic Yellow Onion"",""Organic Baby Spinach""]","[""Organic Zucchini""]",0.185828877,5.313231886,0.001059379
"[""Organic Lemon"",""Organic Garlic""]","[""Organic Hass Avocado""]",0.294759825,5.303049763,0.001028893
"[""Limes"",""Organic Avocado""]","[""Organic Red Onion""]",0.154291225,5.302356548,0.001219429
"[""Organic Strawberries"",""Bag of Organic Bananas""]","[""Organic Kiwi""]",0.075797007,5.290026336,0.001775793
"[""Limes"",""Large Lemon""]","[""Organic Cilantro""]",0.14169279,5.272651526,0.001722443
"[""Asparagus"",""Large Lemon""]","[""Limes""]",0.242165242,5.266742791,0.001295643
"[""Organic Italian Parsley Bunch""]","[""Organic Lacinato (Dinosaur) Kale""]",0.070416667,5.246621475,0.001288021
"[""Organic Lacinato (Dinosaur) Kale""]","[""Organic Italian Parsley Bunch""]",0.0959682,5.246621475,0.001288021
"[""Organic Ginger Root"",""Bag of Organic Bananas""]","[""Organic Hass Avocado""]",0.291581109,5.245861197,0.001082243
"[""Limes"",""Organic Baby Spinach""]","[""Organic Garlic""]",0.166134185,5.242496469,0.001188943
"[""Organic Lemon"",""Organic Baby Spinach""]","[""Organic Hass Avocado""]",0.291262136,5.240122527,0.001371857
"[""Organic Yellow Onion""]","[""Organic Russet Potato""]",0.046853147,5.236417841,0.001531907
"[""Organic Russet Potato""]","[""Organic Yellow Onion""]",0.17120954,5.236417841,0.001531907
"[""Organic Kiwi"",""Bag of Organic Bananas""]","[""Organic Hass Avocado""]",0.290519878,5.226768494,0.001448071
"[""Organic Lemon""]","[""Organic Ginger Root""]",0.079885877,5.22259396,0.002134
"[""Organic Ginger Root""]","[""Organic Lemon""]",0.139511709,5.22259396,0.002134
"[""Organic Hass Avocado"",""Bag of Organic Bananas""]","[""Organic D'Anjou Pears""]",0.075206612,5.212775646,0.0013871
"[""Organic Raspberries"",""Organic Baby Spinach""]","[""Organic Cucumber""]",0.183246073,5.212125305,0.001067
"[""Yellow Onions"",""Large Lemon""]","[""Limes""]",0.239625167,5.211499848,0.001364236
"[""Yellow Onions""]","[""Garlic""]",0.076023392,5.195288134,0.002179729
"[""Garlic""]","[""Yellow Onions""]",0.148958333,5.195288134,0.002179729
"[""Organic Cucumber"",""Organic Baby Spinach""]","[""Organic Red Onion""]",0.151125402,5.193560205,0.001074621
"[""Organic Cucumber"",""Bag of Organic Bananas""]","[""Organic Hass Avocado""]",0.288643533,5.193011016,0.002789443
"[""Organic Hass Avocado"",""Bag of Organic Bananas""]","[""Organic Raspberries""]",0.219421488,5.191142078,0.004046978
"[""Jalapeno Peppers"",""Limes""]","[""Large Lemon""]",0.321755027,5.189570423,0.001341371
"[""Organic Raspberries"",""Organic Hass Avocado"",""Bag of Organic Bananas""]","[""Organic Strawberries""]",0.429378531,5.171500614,0.001737686
"[""Organic Lacinato (Dinosaur) Kale""]","[""Organic Small Bunch Celery""]",0.103350369,5.169843149,0.0013871
"[""Organic Small Bunch Celery""]","[""Organic Lacinato (Dinosaur) Kale""]",0.069386199,5.169843149,0.0013871
"[""Organic Hass Avocado"",""Organic Strawberries""]","[""Organic Lemon""]",0.137751787,5.156711613,0.001615743
"[""Organic Hass Avocado"",""Bag of Organic Bananas""]","[""Organic Broccoli""]",0.064876033,5.149618525,0.001196564
"[""Organic Avocado"",""Organic Strawberries""]","[""Organic Grape Tomatoes""]",0.149816176,5.141833821,0.001242293
"[""Organic Italian Parsley Bunch""]","[""Organic Ginger Root""]",0.078333333,5.121095333,0.001432829
"[""Organic Ginger Root""]","[""Organic Italian Parsley Bunch""]",0.093672147,5.121095333,0.001432829
"[""Organic Navel Orange""]","[""Organic Kiwi""]",0.073232323,5.111031861,0.001105107
"[""Organic Kiwi""]","[""Organic Navel Orange""]",0.07712766,5.111031861,0.001105107
"[""Organic Garlic"",""Limes""]","[""Large Lemon""]",0.316513761,5.105034312,0.001577636
"[""Organic Raspberries"",""Bag of Organic Bananas""]","[""Organic Large Extra Fancy Fuji Apple""]",0.112359551,5.099475707,0.001524286
"[""Organic Grape Tomatoes"",""Organic Strawberries""]","[""Organic Cucumber""]",0.179245283,5.098329577,0.00101365
"[""Organic Lemon"",""Bag of Organic Bananas""]","[""Organic Raspberries""]",0.214620431,5.077557185,0.001745307
"[""Organic Raspberries"",""Organic Hass Avocado"",""Organic Strawberries""]","[""Bag of Organic Bananas""]",0.598425197,5.072272071,0.001737686
"[""Organic Zucchini"",""Large Lemon""]","[""Limes""]",0.232336957,5.052991833,0.001303264
"[""Organic Zucchini"",""Banana""]","[""Yellow Onions""]",0.143769968,5.014331137,0.001028893
"[""Organic Cucumber"",""Organic Hass Avocado""]","[""Organic Raspberries""]",0.21179302,5.01066542,0.001341371
"[""Organic Yellow Onion"",""Organic Strawberries""]","[""Organic Raspberries""]",0.211624441,5.006677118,0.001082243
"[""Large Lemon"",""Organic Strawberries""]","[""Limes""]",0.230088496,5.004091068,0.001783414
"[""Organic Blueberries"",""Organic Raspberries""]","[""Organic Strawberries""]",0.414985591,4.998149842,0.002194971
"[""Organic Cucumber"",""Organic Strawberries""]","[""Organic Raspberries""]",0.21124031,4.997589226,0.001661471
"[""Organic Baby Spinach"",""Organic Strawberries"",""Bag of Organic Bananas""]","[""Organic Hass Avocado""]",0.277683135,4.995821528,0.001242293
"[""Organic Cilantro"",""Large Lemon""]","[""Organic Avocado""]",0.282051282,4.994961083,0.001089864
"[""Organic Strawberries"",""Bag of Organic Bananas""]","[""Organic Raspberries""]",0.211125569,4.994874652,0.004946307
"[""Organic Bell Pepper""]","[""Organic Red Onion""]",0.145281018,4.992712702,0.001044136
"[""Organic Red Onion""]","[""Organic Bell Pepper""]",0.035882661,4.992712702,0.001044136
"[""Organic Peeled Whole Baby Carrots""]","[""Original Hummus""]",0.108130081,4.964184688,0.0020273
"[""Original Hummus""]","[""Organic Peeled Whole Baby Carrots""]",0.093072078,4.964184688,0.0020273
"[""Limes"",""Organic Avocado""]","[""Organic Garlic""]",0.157184185,4.96007209,0.001242293
"[""Organic Hass Avocado"",""Organic Strawberries""]","[""Organic Red Bell Pepper""]",0.090318389,4.952187817,0.001059379
"[""Organic Avocado"",""Organic Baby Spinach""]","[""Organic Grape Tomatoes""]",0.144079886,4.944958866,0.001539529
"[""Strawberries""]","[""Packaged Grape Tomatoes""]",0.022944256,4.935234289,0.001135593
"[""Packaged Grape Tomatoes""]","[""Strawberries""]",0.244262295,4.935234289,0.001135593
"[""Organic Garlic"",""Bag of Organic Bananas""]","[""Organic Hass Avocado""]",0.274122807,4.931767364,0.001905357
"[""Organic Navel Orange"",""Bag of Organic Bananas""]","[""Organic Raspberries""]",0.208275862,4.927455389,0.001150836
"[""Organic Red Onion"",""Organic Avocado""]","[""Large Lemon""]",0.305084746,4.920696301,0.001234671
"[""Organic Lemon"",""Organic Hass Avocado""]","[""Organic Cucumber""]",0.172855314,4.916577684,0.001028893
"[""Organic Granny Smith Apple"",""Bag of Organic Bananas""]","[""Organic Raspberries""]",0.207692308,4.913649477,0.001028893
"[""Organic Raspberries"",""Organic Hass Avocado""]","[""Organic Cucumber""]",0.172718351,4.91268202,0.001341371
"[""Organic Lemon"",""Organic Hass Avocado""]","[""Organic Raspberries""]",0.207426376,4.907357992,0.001234671
"[""Strawberries"",""Large Lemon""]","[""Limes""]",0.225037258,4.894233973,0.001150836
"[""Organic Garlic"",""Banana""]","[""Organic Avocado""]",0.275910364,4.886209066,0.001501421
"[""Large Lemon"",""Organic Baby Spinach""]","[""Organic Garlic""]",0.154281099,4.868462881,0.001455693
"[""Organic Small Bunch Celery"",""Bag of Organic Bananas""]","[""Organic Hass Avocado""]",0.27056962,4.867841671,0.001303264
"[""Organic Navel Orange"",""Bag of Organic Bananas""]","[""Organic Hass Avocado""]",0.270344828,4.863797406,0.0014938
"[""Organic Large Extra Fancy Fuji Apple"",""Bag of Organic Bananas""]","[""Organic Raspberries""]",0.205549846,4.862962445,0.001524286
"[""Large Lemon"",""Organic Baby Spinach""]","[""Organic Grape Tomatoes""]",0.141357027,4.851507773,0.00133375
"[""Organic Broccoli""]","[""Fresh Cauliflower""]",0.09800363,4.850606661,0.001234671
"[""Fresh Cauliflower""]","[""Organic Broccoli""]",0.061109015,4.850606661,0.001234671
"[""Organic Cilantro""]","[""Organic Roma Tomato""]",0.04509359,4.845769789,0.001211807
"[""Organic Roma Tomato""]","[""Organic Cilantro""]",0.13022113,4.845769789,0.001211807
"[""Organic Garnet Sweet Potato (Yam)"",""Bag of Organic Bananas""]","[""Organic Hass Avocado""]",0.268987342,4.83937476,0.001295643
"[""Organic Garlic"",""Organic Baby Spinach""]","[""Organic Zucchini""]",0.169099757,4.83491174,0.001059379
"[""Organic Large Extra Fancy Fuji Apple"",""Organic Raspberries""]","[""Organic Strawberries""]",0.400921659,4.828761699,0.001326129
"[""Apple Honeycrisp Organic"",""Bag of Organic Bananas""]","[""Organic Raspberries""]",0.203784571,4.821199013,0.001067
"[""Organic Unsweetened Almond Milk"",""Bag of Organic Bananas""]","[""Organic Hass Avocado""]",0.267973856,4.821141053,0.001249914
"[""Organic Raspberries"",""Bag of Organic Bananas""]","[""Organic Lemon""]",0.128651685,4.816051067,0.001745307
"[""Organic Navel Orange""]","[""Organic Large Extra Fancy Fuji Apple""]",0.106060606,4.813596009,0.0016005
"[""Organic Large Extra Fancy Fuji Apple""]","[""Organic Navel Orange""]",0.072639225,4.813596009,0.0016005
"[""Organic Red Bell Pepper""]","[""Organic Yellow Onion""]",0.157124948,4.805642721,0.002865657
"[""Organic Yellow Onion""]","[""Organic Red Bell Pepper""]",0.087645688,4.805642721,0.002865657
"[""Organic Whole Milk"",""Organic Raspberries""]","[""Organic Strawberries""]",0.398058252,4.794274393,0.001249914
"[""Large Lemon"",""Organic Baby Spinach""]","[""Organic Avocado""]",0.269789984,4.777820757,0.002545557
"[""Organic Hass Avocado"",""Organic Baby Spinach""]","[""Organic Cucumber""]",0.167731629,4.770843131,0.0016005
"[""Large Lemon"",""Organic Baby Spinach""]","[""Asparagus""]",0.140549273,4.767665347,0.001326129
"[""Organic Cucumber"",""Bag of Organic Bananas""]","[""Organic Raspberries""]",0.201104101,4.757783624,0.001943464
"[""Organic Italian Parsley Bunch""]","[""Organic Yellow Onion""]",0.155416667,4.753395202,0.002842793
"[""Organic Yellow Onion""]","[""Organic Italian Parsley Bunch""]",0.086946387,4.753395202,0.002842793
"[""Organic Grape Tomatoes"",""Organic Strawberries""]","[""Organic Raspberries""]",0.200808625,4.75079317,0.001135593
"[""Organic Blueberries"",""Bag of Organic Bananas""]","[""Organic Raspberries""]",0.200527704,4.744147057,0.001737686
"[""Organic Red Onion"",""Limes""]","[""Large Lemon""]",0.293939394,4.74093349,0.001478557
"[""Organic Garlic"",""Organic Hass Avocado""]","[""Limes""]",0.217656012,4.733702586,0.001089864
"[""Yellow Onions"",""Organic Avocado""]","[""Large Lemon""]",0.293457944,4.733168207,0.001196564
"[""Large Lemon"",""Bag of Organic Bananas""]","[""Limes""]",0.217596973,4.73241856,0.001752929
"[""Organic Hass Avocado"",""Organic Strawberries""]","[""Organic Cucumber""]",0.16634178,4.731311221,0.001951086
"[""Organic Raspberries"",""Organic Strawberries""]","[""Organic Large Extra Fancy Fuji Apple""]",0.104191617,4.728771306,0.001326129
"[""Fresh Cauliflower"",""Bag of Organic Bananas""]","[""Organic Hass Avocado""]",0.262798635,4.728033193,0.0011737
"[""Corn Tortillas""]","[""Limes""]",0.216748768,4.713971351,0.001006029
"[""Limes""]","[""Corn Tortillas""]",0.021879662,4.713971351,0.001006029
"[""Apple Honeycrisp Organic"",""Bag of Organic Bananas""]","[""Organic Hass Avocado""]",0.262008734,4.713822012,0.001371857
"[""Frozen Organic Wild Blueberries""]","[""Organic Raspberries""]",0.199061033,4.709448082,0.001615743
"[""Organic Raspberries""]","[""Frozen Organic Wild Blueberries""]",0.038225748,4.709448082,0.001615743
"[""Organic Blackberries""]","[""Raspberries""]",0.117481534,4.701016938,0.002545557
"[""Raspberries""]","[""Organic Blackberries""]",0.101860323,4.701016938,0.002545557
"[""Organic Coconut Milk""]","[""Organic Cilantro""]",0.126315789,4.700444816,0.001006029
"[""Organic Cilantro""]","[""Organic Coconut Milk""]",0.037436188,4.700444816,0.001006029
"[""Organic Garlic"",""Banana""]","[""Large Lemon""]",0.291316527,4.698629396,0.001585257
"[""Organic Kiwi"",""Organic Strawberries""]","[""Organic Hass Avocado""]",0.261121857,4.697866134,0.001028893
"[""Organic Red Onion"",""Organic Baby Spinach""]","[""Limes""]",0.215924426,4.696043108,0.001219429
"[""Organic Garlic"",""Organic Strawberries""]","[""Organic Hass Avocado""]",0.2609375,4.694549354,0.001272779
"[""Organic Garlic"",""Banana""]","[""Limes""]",0.215686275,4.690863649,0.0011737
"[""Organic Baby Spinach"",""Bag of Organic Bananas""]","[""Organic Broccoli""]",0.059033989,4.685898789,0.001006029
"[""Broccoli Crown"",""Organic Avocado""]","[""Large Lemon""]",0.290526316,4.685884126,0.001051757
"[""Raspberries""]","[""Blueberries""]",0.08295212,4.685348538,0.002073029
"[""Blueberries""]","[""Raspberries""]",0.11708997,4.685348538,0.002073029
"[""Limes"",""Banana""]","[""Organic Avocado""]",0.26446281,4.683479663,0.002682743
"[""Raspberries""]","[""Clementines""]",0.048185422,4.679763942,0.001204186
"[""Clementines""]","[""Raspberries""]",0.116950407,4.679763942,0.001204186
"[""Organic Yellow Onion""]","[""Organic Small Bunch Celery""]",0.093473193,4.675762197,0.003056193
"[""Organic Small Bunch Celery""]","[""Organic Yellow Onion""]",0.152878384,4.675762197,0.003056193
"[""Organic Kiwi"",""Organic Hass Avocado""]","[""Organic Strawberries""]",0.387931034,4.672300634,0.001028893
"[""Organic Yellow Onion"",""Organic Strawberries""]","[""Organic Hass Avocado""]",0.259314456,4.665349028,0.001326129
"[""Organic Grape Tomatoes"",""Organic Raspberries""]","[""Organic Strawberries""]",0.387012987,4.66124353,0.001135593
"[""Organic Whole String Cheese"",""Bag of Organic Bananas""]","[""Organic Hass Avocado""]",0.258943782,4.658680198,0.001158457
"[""Organic Garlic""]","[""Organic Red Onion""]",0.135401635,4.653198842,0.004290864
"[""Organic Red Onion""]","[""Organic Garlic""]",0.147459403,4.653198842,0.004290864
"[""Carrots""]","[""Garlic""]",0.068081698,4.652568499,0.001295643
"[""Garlic""]","[""Carrots""]",0.088541667,4.652568499,0.001295643
